memo,sim1,sim2,sim3,sim4,simp,vendors,ext1,accuracy,ext2,accuracy,ext3,accuracy,ext4,accuracy,failed,output,accuracy
"ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO, CA 94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P","ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO,94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P","ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; S S S GROUP, INC.; ORG ADDRESS:=3345 STUNIT FRANCIS SEN TAX LLC; BNF ADDRESS","ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO, CA 94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P",X,"ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; S S S GROUP, INC.; ORG ADDRESS:=3345 STUNIT FRANCIS SEN TAX LLC; BNF ADDRESS",anderson tax,X,0.15384615384615385,S S TAX ,0.5,X,0.15384615384615385,ANDERSEN TAX,0.9166666666666666,extracted,ANDERSEN TAX,0.9166666666666666
"ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR","ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR",ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; S S SS:=1611 SHIRLEY AVELOS ALTOS SS:=10 WAVERLY PLACE HILLSBOR,"ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR",X,ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; S S SS:=1611 SHIRLEY AVELOS ALTOS SS:=10 WAVERLY PLACE HILLSBOR,andrea lim,X,0.0,S ,0.16666666666666666,X,0.0,X,0.0,extracted,S ,0.16666666666666666
"ANDREW Y NG SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ANDREW Y NG; ORG ADDRESS:=1611 SHIRLEY AVE LOS ALTOS CA 940245326 US ; BNF ID:=3302154126; BNF NAME:=DEEPLEARNING.AI LLC; BNF ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; REC FI:=SIL VLY BK SCLA; REC","ANDREW Y NG SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ANDREW Y NG; ORG ADDRESS:=1611 SHIRLEY AVE LOS ALTOS940245326 US ; BNF ID:=3302154126; BNF NAME:=DEEPLEARNING.AI LLC; BNF ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; REC FI:=SIL VLY BK SCLA; REC",ANDREW Y NG SENDER BNK:=WELLS FARGO NA; S SS:=1611 SHIRLEY AVE LOS ALTOS S SS:=1611 SHIRLEY AVELOS ALTOS SIL VLY BK SCLA; REC,X,X,ANDREW Y NG SENDER BNK:=WELLS FARGO NA; S SS:=1611 SHIRLEY AVE LOS ALTOS S SS:=1611 SHIRLEY AVELOS ALTOS SIL VLY BK SCLA; REC,andrew y ng,X,0.0,S SS:=1611 SHIRLEY ALTOS ,0.2222222222222222,X,0.0,X,0.0,extracted,S SS:=1611 SHIRLEY ALTOS ,0.2222222222222222
ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA Ref05436849S2X Crd0653 Dt11/09,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA 05436849S2X 0653 Dt11/09,S2X  09,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA S2X,X,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA,anthropologie,X,0.0,ANTHROPOLOGIE.COM 706-447-6582 ,0.5909090909090909,X,0.0,X,0.0,extracted,ANTHROPOLOGIE.COM 706-447-6582 ,0.5909090909090909
ARLO NOMAD NEW ARLO NOMAD NEW YORK NY Ref85345519NS6 Crd3846 Dt11/02,ARLO NOMAD NEW ARLO NOMADNY 85345519NS6 3846 Dt11/02,S6  02,ARLO NOMAD NEW ARLO NOMAD NEW YORK NY NS6,X,ARLO NOMAD NEW ARLO NOMADNY NS6,arlo nomad hotel,X,0.0,ARLO ,0.47619047619047616,X,0.0,X,0.0,extracted,ARLO ,0.47619047619047616
"ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ARRAM ANDREW SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCISCO CA 94103 ; ORG FI:=CHARLES SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US 53202 ; ORG FI ID:=","ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ARRAM ANDREW SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCISCO94103 ; ORG FI:=CHARLES SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US 53202 ; ORG FI ID:=","ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; S SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCIS S SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US",X,X,"ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; S SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCIS S SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US",arram andrew sabeti,X,0.0,SABETI 283 DOLORES S ORG ADDRESS:=SAN ,0.21052631578947367,X,0.0,X,0.0,extracted,SABETI 283 DOLORES S ORG ADDRESS:=SAN ,0.21052631578947367
AT&T RECURR BILL PAYDALLAS TX 44043780 800-331-0500,X,AT&T RECURR BILL PAYDALLAS,X,X,AT&T RECURR BILL PAYDALLAS,at&t,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,X,ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,ATM CHECK DEPOSIT 3681 N B LACKSTONE AVE FRESNO CA,X,ATM CHECK DEPOSIT 3681 N B LACKSTONE AVE FRESNO CA,"bitwise industries, inc.",X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
ATM WITHDRAWAL 009477  11/143681 N BL,ATM WITHDRAWAL 009477 11/143681 N BL,X,ATM WITHDRAWAL 009477 N BL,X,ATM WITHDRAWAL 009477 N BL,atm withdrawal,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
B0912F061A3589 EDI PYMNTS B0912F061A3589 EDI PYMNTS Nuo Yan,X,EDI PYMNTS EDI PYMNTS Nuo Yan,X,X,EDI PYMNTS EDI PYMNTS Nuo Yan,nuo yan,X,0.0,EDI PYMNTS ,0.2222222222222222,X,0.0,X,0.0,X,EDI PYMNTS ,0.2222222222222222
"BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; SENDER ID:=321081669; ORG:=BACKSTAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WEST HOLLYWOOD,CA 90069- ; BNF ID:=3302143175; BNF NAME:=DARK, INC.; BNF ADDRESS:=1358 STEVENSON STSAN FRANCISCO, CA 94103; REC FI:=SIL","BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; SENDER ID:=321081669; ORG:=BACKSTAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WEST HOLLYWOOD,CA 90069- ; BNF ID:=3302143175; BNF NAME:=DARK, INC.; BNF ADDRESS:=1358 STEVENSON STSAN FRANCISCO,94103; REC FI:=SIL","BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; S STAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WES SS:=1358 STEVENSON STSAN FRANCIS SIL",X,X,"BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; S STAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WES SS:=1358 STEVENSON STSAN FRANCIS SIL",backstage capital,X,0.0,"CAPITAL FUND II, ",0.4117647058823529,X,0.0,"BACKSTAGE CAPITAL FUND II,",0.7906976744186046,extracted,"BACKSTAGE CAPITAL FUND II,",0.7906976744186046
Bank of America DES:CASHREWARD I,X,Bank of America DES:CASHREWARD I,X,X,Bank of America DES:CASHREWARD I,bank of america rewards,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
BANK OF THE BANK OF THE WEST HCCLAIMPMT EG30797753 DAVID KAGAN MED CORP,X,BANK OF THE BANK OF THE WES,X,X,BANK OF THE BANK OF THE WES,bank of the west,X,0.0,BANK OF THE ,0.8571428571428571,X,0.0,X,0.0,X,BANK OF THE ,0.8571428571428571
BEAUDEVIN CHICAGO IL 505164 4004 60666,X,X,X,X,BEAUDEVIN CHICAGO IL 505164 4004 60666,beaudevin,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
BED BATH & BED BATH & BEYOND #651 08004623966 NJ Ref55548079X8A Crd0653 Dt11/12,BED BATH & BED BATH & BEYOND #651 08004623966 NJ 55548079X8A 0653 Dt11/12,X,BED BATH & BED BATH & BEYOND #651 08004623966 NJ X8A,X,BED BATH & BED BATH & BEYOND #651 08004623966 NJ X8A,bed bath & beyond,X,0.0,BED BATH & ,0.7857142857142857,X,0.0,X,0.0,X,BED BATH & ,0.7857142857142857
"BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER REF:=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK, CA 94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV","BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER :=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK,94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV","BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID: S S AI, INC.; ORG ADDRESS SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV","BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID:=SVBKUS6S; SENDER :=20173181225500; ORG ID:=3302074743; ORG:=OPAS AI, INC.; ORG ADDRESS:=250 MIDDLEFIELD ROADMENLO PARK, CA 94025; BNF ID:=0446037552; BNF NAME:=BEEHYV SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV",X,"BEEHYV SOFTWARE SOLUTIONS PVT. L SENDER ID: S S AI, INC.; ORG ADDRESS SOFTWARE SOLUTIONS PVT. LTD.; BNF ADDRESS:=PLOT NO 6, RAJA PRAASADAMU, LEV",beehyv,X,0.0,S SOFTWARE SOLUTIONS PVT. ,0.125,X,0.0,X,0.0,extracted,S SOFTWARE SOLUTIONS PVT. ,0.125
BERGERAC/AUDIO 0089 SAN FRANCIS 08810028 415-269-5361,BERGERAC/AUDIO 008908810028 415-269-5361,BERGERAC/AUDIO 0089 SAN FRANCIS,X,X,BERGERAC/AUDIO 0089 SAN FRANCIS,bergerac,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI Ref8531350A717 Crd3846 Dt11/23,BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI 8531350A717 3846 Dt11/23,X,BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI A717,X,BLACK CAB VIC BLACK CAB VIC 132227 OAKLEIGH VI A717,black cab,X,0.0,BLACK CAB VIC ,0.782608695652174,X,0.0,X,0.0,X,BLACK CAB VIC ,0.782608695652174
BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 8777775411 CA Ref5542950A3JH Crd9952 Dt11/19,BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 87777754115542950A3JH 9952 Dt11/19,BLOOMTHAT.COM FLOWERS S,BLOOMTHAT.COM FLOWERS 8777775411 BLOOMTHAT.COM FLOWERS 8777775411 CA A3JH,X,BLOOMTHAT.COM FLOWERS S,bloomthat.com,X,0.0,X,0.0,BLOOMTHAT.COM FLOWERS S,0.7222222222222222,X,0.0,extracted,BLOOMTHAT.COM FLOWERS S,0.7222222222222222
BOBARRITO SANTA MONICA CA Debit BOBARRITO SANTA MONICA CA Debit Card,BOBARRITO SANTA MONICA BOBARRITO SANTA MONICA,BOBARRITO SANTA MONICA CA Debit BOBARRITO SANTA MONICA CA Debit Card,X,X,BOBARRITO SANTA MONICA BOBARRITO SANTA MONICA,bobarrito,X,0.0,BOBARRITO SANTA MONICA ,0.5625,X,0.0,X,0.0,extracted,BOBARRITO SANTA MONICA ,0.5625
BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI Ref8531350A815 Crd3846 Dt11/23,BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI 8531350A815 3846 Dt11/23,BP EXP CLARENDON BP EXP CLARENDON 3759 S,BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI A815,X,BP EXP CLARENDON BP EXP CLARENDON 3759 SOUTH MELBOUR VI,bp express,X,0.18181818181818182,BP EXP CLARENDON ,0.5925925925925926,X,0.18181818181818182,X,0.18181818181818182,extracted,BP EXP CLARENDON ,0.5925925925925926
BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,X,BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,X,X,BROOKE MCEVER BUSBILLPAY BROOKE MCEVER BUSBILLPAY TRAN#14 Scrapworks Inc.,brooke mcever,X,0.0,BROOKE MCEVER BUSBILLPAY ,0.6842105263157895,X,0.0,X,0.0,extracted,BROOKE MCEVER BUSBILLPAY ,0.6842105263157895
BT*FIN*FIN ACTIVITY SAN FRANSIS FC0GS219 6504139625,X,BT*FIN*FIN ACTIVITY SAN FRANSIS,X,X,BT*FIN*FIN ACTIVITY SAN FRANSIS,fin,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
BUTTER RESTAURANT SURRY BUTTER RESTAURANT SURRY HILLS NS Ref0554400A302 Crd3846 Dt11/19,BUTTER RESTAURANT SURRY BUTTER RESTAURANTNS 0554400A302 3846 Dt11/19,BUTTER RESTAURANT SURRY BUTTER RESTAURANT SURRY HILLS NS,BUTTER RESTAURANT SURRY BUTTER RESTAURANT SURRY HILLS NS A302,X,BUTTER RESTAURANT SURRY BUTTER RESTAURANTNS,butter restaurant,X,0.0,BUTTER ,0.5833333333333334,X,0.0,X,0.0,X,BUTTER ,0.5833333333333334
CAESERS BACCHANAL BUFF   LAS VEGAS    NV,CAESERS BACCHANAL BUFF NV,CAESERS BACCHANAL BUFF   LAS VEGAS    NV,X,X,CAESERS BACCHANAL BUFF NV,bacchanal buffet,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
CAFFE CENTRAL - CAFFE CENTRAL - OFARR SAN FRANCISCO CA Ref05314619N00 Crd9937 Dt11/05,CAFFE CENTRAL - CAFFE CENTRAL - OFARRCA 05314619N00 9937 Dt11/05,CAFFE CENTRAL - CAFFE CENTRAL - OFARR SAN FRANCIS,CAFFE CENTRAL - CAFFE CENTRAL - OFARR SAN FRANCISCO CA N00,X,CAFFE CENTRAL - CAFFE CENTRAL - OFARRCA,caffe central,X,0.0,CAFFE CENTRAL - ,0.896551724137931,X,0.0,X,0.0,X,CAFFE CENTRAL - ,0.896551724137931
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509XJH Crd6153 Dt11/13,CAKO.COM 4158952256CAKO.COM 415895225655429509XJH 6153 Dt11/13,X,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA XJH,X,CAKO.COM 4158952256CAKO.COM 4158952256XJH,cako,X,0.0,X,0.0,CAKO.COM,0.6666666666666666,X,0.0,extracted,CAKO.COM,0.6666666666666666
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509YJH Crd6153 Dt11/13,CAKO.COM 4158952256CAKO.COM 415895225655429509YJH 6153 Dt11/13,X,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA YJH,X,CAKO.COM 4158952256CAKO.COM 4158952256YJH,cako,X,0.0,X,0.0,CAKO.COM,0.6666666666666666,X,0.0,extracted,CAKO.COM,0.6666666666666666
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref55429509ZJH Crd6153 Dt11/15,CAKO.COM 4158952256CAKO.COM 415895225655429509ZJH 6153 Dt11/15,X,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA ZJH,X,CAKO.COM 4158952256CAKO.COM 4158952256ZJH,cako,X,0.0,X,0.0,CAKO.COM,0.6666666666666666,X,0.0,extracted,CAKO.COM,0.6666666666666666
CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA Ref5542950A5JH Crd6153 Dt11/21,CAKO.COM 4158952256CAKO.COM 41589522565542950A5JH 6153 Dt11/21,X,CAKO.COM 4158952256 CA CAKO.COM 4158952256 CA A5JH,X,CAKO.COM 4158952256CAKO.COM 4158952256A5JH,cako,X,0.0,X,0.0,CAKO.COM,0.6666666666666666,X,0.0,extracted,CAKO.COM,0.6666666666666666
CALA SAN FRANCISCO CALA SAN FRANCISCO CA Ref8558746AQS7 Crd9952 Dt11/21,CALACALACA 8558746AQS7 9952 Dt11/21,CALA SAN FRANCISCO CALA SAN FRANCIS S7  21,CALA SAN FRANCISCO CALA SAN FRANCISCO CA AQS7,X,CALACALACA AQS7,cala,X,0.0,X,0.0,CALACALACA AQS7,0.42105263157894735,X,0.0,extracted,CALACALACA AQS7,0.42105263157894735
CALIFORNIA 4152795922 CA CALIFORNIA 4152795922 CA Ref5542950A2JH Crd6153 Dt11/17,CALIFORNIA 4152795922CALIFORNIA 41527959225542950A2JH 6153 Dt11/17,X,CALIFORNIA 4152795922 CA CALIFORNIA 4152795922 CA A2JH,X,CALIFORNIA 4152795922CALIFORNIA 4152795922A2JH,"""gus's community market""",X,0.0,X,0.0,CALIFORNIA,0.29411764705882354,X,0.0,extracted,CALIFORNIA,0.29411764705882354
CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX Ref55429509JJH Crd6153 Dt11/02,CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX 55429509JJH 6153 Dt11/02,X,CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX JJH,X,CAPITAL FACTORY 5125228230 CAPITAL FACTORY 5125228230 TX JJH,"capital factory properties, llc",X,0.0,CAPITAL FACTORY 5125228230 ,0.5862068965517241,X,0.0,X,0.0,extracted,CAPITAL FACTORY 5125228230 ,0.5862068965517241
CARLTON HOTEL (S) CARLTON HOTEL (S) PL SINGAPORE SG Ref05411299X8Q Crd7367 Dt11/12,CARLTON HOTEL (S) CARLTON HOTEL (S) PLSG 05411299X8Q 7367 Dt11/12,CARLTON HOTEL (S) CARLTON HOTEL (S) PL SINGAPORE S,CARLTON HOTEL (S) CARLTON HOTEL (S) PL SINGAPORE SG X8Q,X,CARLTON HOTEL (S) CARLTON HOTEL (S) PLSG,carlton hotel,X,0.0,CARLTON HOTEL (S) ,0.8387096774193549,X,0.0,X,0.0,extracted,CARLTON HOTEL (S) ,0.8387096774193549
CDW Direct Vernon HiVernon Hill KTF0457 5252811 94107,X,X,X,X,CDW Direct Vernon HiVernon Hill KTF0457 5252811 94107,cdw direct,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
CDW Direct Vernon HiVernon Hill KTM2970 5252811 94107,X,X,X,X,CDW Direct Vernon HiVernon Hill KTM2970 5252811 94107,cdw direct,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
CENTRO INC CENTRO CENTRO INC CENTRO INC 10377052 Confiant Inc.,X,X,X,X,CENTRO INC CENTRO CENTRO INC CENTRO INC 10377052 Confiant Inc.,centro,X,0.0,CENTRO CENTRO INC CENTRO INC ,0.34285714285714286,X,0.0,CENTRO,1.0,X,CENTRO,1.0
CENTRO INC CENTRO CENTRO INC CENTRO INC 10386134 Confiant Inc.,X,X,X,X,CENTRO INC CENTRO CENTRO INC CENTRO INC 10386134 Confiant Inc.,centro,X,0.0,CENTRO CENTRO INC CENTRO INC ,0.34285714285714286,X,0.0,CENTRO,1.0,extracted,CENTRO,1.0
CHA CHA MATCHA New York NY VRQ4X6 squareup.com/receipts,CHA CHA MATCHANY VRQ4X6 squareup.com/receipts,CHA CHA MATCHA New York NY squareup.com/receipts,X,X,CHA CHA MATCHANY squareup.com/receipts,cha cha matcha,X,0.0,CHA ,0.4444444444444444,X,0.0,X,0.0,extracted,CHA ,0.4444444444444444
CHECKCARD 1108 BUILT IN 312-4476,CHECK 1108 BUILT IN 312-4476,CHECKCARD 1108 BUILT IN 312-4476,X,X,CHECK 1108 BUILT IN 312-4476,built in,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
CHECKCARD 1127 BRANDBRAVO CREATI,CHECK 1127 BRANDBRAVO CREATI,CHECKCARD 1127 BRANDBRAVO CREATI,X,X,CHECK 1127 BRANDBRAVO CREATI,brandbravo creative,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
CHEF KWONG LLC CHEF KWONG LLC DALY CITY CA Ref5548077A2BL Crd0653 Dt11/17,CHEF KWONG LLC CHEF KWONG LLC DALY CITY5548077A2BL 0653 Dt11/17,X,CHEF KWONG LLC CHEF KWONG LLC DALY CITY CA A2BL,X,CHEF KWONG LLC CHEF KWONG LLC DALY CITY CA,chef kwong,X,0.0,CHEF KWONG LLC ,0.8,X,0.0,CHEF KWONG,1.0,X,CHEF KWONG,1.0
CHOW CHURCH,pass,CHOW CHURCH,X,X,CHOW CHURCH,chow church,X,0.0,X,0.0,CHOW CHURCH,1.0,X,0.0,extracted,CHOW CHURCH,1.0
CIRRUS INSIGHT FOR SIRVINE CA RE_BJ7AE5KC 9492883140,CIRRUS INSIGHT FOR SIRVINERE_BJ7AE5KC 9492883140,CIRRUS INSIGHT FOR S,X,X,CIRRUS INSIGHT FOR S,cirrus insight,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
CONEXSYS,pass,CONEXSYS,X,X,CONEXSYS,conexsys,X,0.2222222222222222,X,0.2222222222222222,CONEXSYS,1.0,X,0.2222222222222222,X,CONEXSYS,1.0
"Coursera, Inc. Bill.com Coursera, Inc. Bill.com 015FGSPHDQOR44L Deeplearning.ai",X,"Coursera, Inc. Bill.com Coursera, Inc. Bill.com Deeplearning.ai",X,X,"Coursera, Inc. Bill.com Coursera, Inc. Bill.com Deeplearning.ai",coursera,X,0.0,"Coursera, Inc. Bill.com ",0.5,X,0.0,"Coursera,",0.9411764705882353,extracted,"Coursera,",0.9411764705882353
"Coursera, Inc. Verify Coursera, Inc. Verify 015AUUWJJZONNZW Deeplearning.ai",X,"Coursera, Inc. Verify Coursera, Inc. Verify Deeplearning.ai",X,X,"Coursera, Inc. Verify Coursera, Inc. Verify Deeplearning.ai",coursera,X,0.0,"Coursera, Inc. Verify ",0.5333333333333333,X,0.0,"Coursera,",0.9411764705882353,extracted,"Coursera,",0.9411764705882353
CPC*CAFEPRESS.COM 877-8091659 CA,pass,CPC*CAFEPRESS,X,X,CPC*CAFEPRESS,cafepress.com,X,0.0,X,0.0,CPC*CAFEPRESS,0.6923076923076923,X,0.0,extracted,CPC*CAFEPRESS,0.6923076923076923
Crate and Barrel,pass,Crate and Barrel,X,X,Crate and Barrel,crate & barrel,X,0.0,X,0.0,Crate and Barrel,0.8666666666666667,X,0.0,extracted,Crate and Barrel,0.8666666666666667
CSU FRESNO PARKING FRESNO CA 11/06,CSU FRESNO PARKING FRESNO11/06,CSU FRESNO PARKING FRESNO CA 11/06,CSU FRESNO PARKING FRESNO CA,X,CSU FRESNO PARKING FRESNO CA,csu fresno,X,0.0,FRESNO ,0.7058823529411765,X,0.0,X,0.0,extracted,FRESNO ,0.7058823529411765
CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA Ref55310209S8A Crd6153 Dt11/10,CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA 55310209S8A 6153 Dt11/10,CTS S S8A  10,CTS LANGUAGELINK 08552959177 CTS LANGUAGELINK 08552959177 WA S8A,X,CTS S S8A,cts languagelink,X,0.0,X,0.0,CTS S S8A,0.4,X,0.0,extracted,CTS S S8A,0.4
DAISO LA15 SAWTE LOS ANGELES CA DAISO LA15 SAWTE LOS ANGELES CA Debit Card,DAISO LA15 SAWTE LOS ANGELESDAISO LA15 SAWTE LOS ANGELES,DAISO SAWTE LOS ANGELES CA DAISO SAWTE LOS ANGELES CA Debit Card,X,X,DAISO SAWTE LOS ANGELESDAISO SAWTE LOS ANGELES,daiso,X,0.0,SAWTE LOS ,0.26666666666666666,X,0.0,X,0.0,extracted,SAWTE LOS ,0.26666666666666666
"Deposit CBC Br#: 00584 TID: 3 1 107 BROADWAY,NY,NY",X,Depos,X,X,Depos,r&d tax refund,X,0.13333333333333333,X,0.13333333333333333,Depos,0.21052631578947367,X,0.13333333333333333,extracted,Depos,0.21052631578947367
